,PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
933,GUN HILL PLAYGROUND,BRONX        ,0.716,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
934,BLOOMINGDALE PLAYGROUND,MANHATTAN    ,0.715,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
935,GALILEO PLAYGROUND,BRONX        ,0.714,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,I-AM-PARK,BRONX        ,0.712,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,UNNAMED PARK ON 17TH STREET,BROOKLYN     ,0.711,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938,LAFAYETTE GARDENS PLAYGROUND,BROOKLYN     ,0.705,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,LINWOOD PLAYGROUND,BROOKLYN     ,0.705,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,ORACLE PLAYGROUND,BROOKLYN     ,0.703,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,NEWTOWN PLAYGROUND,QUEENS       ,0.703,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,MOUNT HOPE PLAYGROUND,BRONX        ,0.7,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0
943,GARRISON PLAYGROUND,BRONX        ,0.696,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944,GERTRUDE EDERLE RECREATION CENTER,MANHATTAN    ,0.69,POOL & RECREATION CENTER LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,SLOPE PARK,BROOKLYN     ,0.689,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946,FRED SAMUEL PLAYGROUND,MANHATTAN    ,0.688,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,AUBURNDALE PLAYGROUND,QUEENS       ,0.686,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,WHITE PLAYGROUND MANHATTAN,MANHATTAN    ,0.684,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
949,DAWSON PLAYGROUND,BRONX        ,0.681,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,MAPES POOL,BRONX        ,0.68,PLAYGROUND & POOL LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951,LILLIAN D WALD PLAYGROUND,MANHATTAN    ,0.68,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,RIVER AVENUE PARKS,BRONX        ,0.67,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0
953,HOWARD POOL,BROOKLYN     ,0.67,POOL LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
954,ST. NICHOLAS PLAYGROUND SOUTH,MANHATTAN    ,0.67,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,CANAL PARK,MANHATTAN    ,0.669,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,RIVERBEND PLAYGROUND,BRONX        ,0.661,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,ST. NICHOLAS PLAYGROUND NORTH,MANHATTAN    ,0.66,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,THE PEARLY GATES,BRONX        ,0.659,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,COLLEGE POINT PARK,QUEENS       ,0.659,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
960,AUDUBON PLAYGROUND,MANHATTAN    ,0.656,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,COURTNEY CALLENDER PLAYGROUND,MANHATTAN    ,0.653,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,BRIZZI PLAYGROUND,BROOKLYN     ,0.649,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,AUGUSTUS ST. GAUDENS PLAYGROUND,MANHATTAN    ,0.642,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
964,VESUVIO PLAYGROUND,MANHATTAN    ,0.635,BASKETBALL & POOL LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,SQUIBB PARK,BROOKLYN     ,0.626,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,VETERANS GROVE,QUEENS       ,0.626,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,ELTON PLAYGROUND,BROOKLYN     ,0.622,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,TWENTY-FOUR SYCAMORES PARK,MANHATTAN    ,0.622,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,EAST RIVER ESPLANADE AT E 36TH ST AND FDR,MANHATTAN    ,0.62,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,CEDAR GROVE PLAYGROUND,QUEENS       ,0.619,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,CLEOPATRA PLAYGROUND,BRONX        ,0.618,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,BEACH 59TH ST PLAYGROUND,QUEENS       ,0.618,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,BRIDGE PLAYGROUND,BRONX        ,0.61,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
974,HALF-NELSON PLAYGROUND,BRONX        ,0.61,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,HENRY M. JACKSON PLAYGROUND,MANHATTAN    ,0.61,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,WILLIAM F. PASSANNANTE BALLFIELD,MANHATTAN    ,0.607,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,DR. RONALD E. MCNAIR PLAYGROUND,MANHATTAN    ,0.603,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
978,PENN SOUTH PLAYGROUND,MANHATTAN    ,0.6,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
979,O'NEILL TRIANGLE,BRONX        ,0.593,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,GEORGE WALKER JR. PARK,BROOKLYN     ,0.591,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,UNDERHILL PLAYGROUND,BROOKLYN     ,0.59,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,PETER DETMOLD PARK,MANHATTAN    ,0.588,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,COBBLE HILL PARK,BROOKLYN     ,0.585,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,WRIGHT BROTHERS PLAYGROUND,MANHATTAN    ,0.584,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,MERCER PLAYGROUND,MANHATTAN    ,0.582,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,SEAN'S PLACE,QUEENS       ,0.582,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987,HARVARD PLAYGROUND,QUEENS       ,0.581,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,SARSFIELD PLAYGROUND,BROOKLYN     ,0.579,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,HELL'S KITCHEN PARK,MANHATTAN    ,0.576,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,BENNINGER PLAYGROUND,QUEENS       ,0.574,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,RORY STAUNTON FIELD,QUEENS       ,0.574,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,CARMANSVILLE PLAYGROUND,MANHATTAN    ,0.573,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,SIXTEEN SYCAMORES PLAYGROUND,BROOKLYN     ,0.567,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,GALAPO PLAYGROUND,BROOKLYN     ,0.565,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,MCKINLEY PLAYGROUND,MANHATTAN    ,0.563,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,ENNIS PLAYGROUND,BROOKLYN     ,0.554,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,GUTENBERG PLAYGROUND,MANHATTAN    ,0.551,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,BLAND PLAYGROUND,QUEENS       ,0.551,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,2.0,1.0,0.0,3.0,0.0,6.0
999,PFC NORTON PLAYGROUND,BROOKLYN     ,0.55,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,LITTLE CLAREMONT PARK,BRONX        ,0.549,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,JUNCTION PLAYGROUND,QUEENS       ,0.54,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1002,WOODRUFF PLAYGROUND,BROOKLYN     ,0.536,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,ABIGAIL PLAYGROUND,BRONX        ,0.529,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,DR. GERTRUDE B. KELLY PLAYGROUND,MANHATTAN    ,0.525,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0
1005,WALD PLAYGROUND,MANHATTAN    ,0.525,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,ANDREWS GROVE,QUEENS       ,0.518,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,LAFAYETTE PLAYGROUND ON LAFAYETTE AVENUE,BROOKLYN     ,0.517,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,ANIBAL AVILES PLAYGROUND,MANHATTAN    ,0.517,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,WASHINGTON PARK BRONX,BRONX        ,0.516,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,PAT WILLIAMS PLAYGROUND,QUEENS       ,0.514,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,GREENPOINT PLAYGROUND,BROOKLYN     ,0.504,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,PIERREPONT PLAYGROUND,BROOKLYN     ,0.503,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,EPIPHANY PLAYGROUND,BROOKLYN     ,0.5,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,JOHN ADAMS PLAYGROUND,QUEENS       ,0.494,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,LEVY PLAYGROUND,STATEN ISLAND,0.49,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,CLEMENT CLARKE MOORE PARK,MANHATTAN    ,0.489,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,CHARLTON GARDEN,BRONX        ,0.488,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,THOMAS J. CUITE PARK,BROOKLYN     ,0.487,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,CHERRY CLINTON PLAYGROUND,MANHATTAN    ,0.483,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,HILTON WHITE PLAYGROUND,BRONX        ,0.477,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,MILESTONE PARK,BROOKLYN     ,0.476,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1022,TURTLE PLAYGROUND,QUEENS       ,0.476,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,MATTHEWS - PALMER PLAYGROUND,MANHATTAN    ,0.475,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,FAIRMOUNT PLAYGROUND,BRONX        ,0.47,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,MOTHER CABRINI PARK,BROOKLYN     ,0.467,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,VIRGINIA PLAYGROUND,BRONX        ,0.461,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1027,RAINBOW PLAYGROUND,BROOKLYN     ,0.46,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,TEN EYCK PLAZA,BROOKLYN     ,0.46,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,TRIBOROUGH BRIDGE PLAYGROUND C,QUEENS       ,0.46,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,TRIBOROUGH BRIDGE PLAYGROUND D,QUEENS       ,0.46,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,TRIBOROUGH BRIDGE PLAYGROUND E,QUEENS       ,0.46,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,UNDERBRIDGE DOG RUN,QUEENS       ,0.457,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,WILLIAM MCCRAY PLAYGROUND,MANHATTAN    ,0.456,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,LOUIS ARMSTRONG COMMUNITY CENTER,QUEENS       ,0.452,RECREATION CENTER LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,ABC PLAYGROUND,MANHATTAN    ,0.451,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,MIDDLE VILLAGE PLAYGROUND,QUEENS       ,0.448,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,YAK PLAYGROUND,BROOKLYN     ,0.444,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,HAVEMEYER PLAYGROUND,BRONX        ,0.442,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1039,BUTTERFLY GARDENS,BROOKLYN     ,0.442,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,PLAYGROUND ONE,MANHATTAN    ,0.44,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,GARIBALDI PLAYGROUND,BROOKLYN     ,0.437,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,MORRIS GARDEN,BRONX        ,0.436,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,MCCAFFREY PLAYGROUND,MANHATTAN    ,0.436,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,ADMIRAL TRIANGLE,BROOKLYN     ,0.433,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,HORSESHOE PLAYGROUND,BRONX        ,0.432,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1046,HUNTS POINT RIVERSIDE PARK,BRONX        ,0.426,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1047,TOMPKINSVILLE PARK,STATEN ISLAND,0.424,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,WEST 4TH STREET COURTS,MANHATTAN    ,0.42,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1049,MOSHOLU PLAYGROUND,BRONX        ,0.412,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,LIOTTI IKEFUGI PLAYGROUND,STATEN ISLAND,0.408,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1051,JOSEPH C. SAUER PARK,MANHATTAN    ,0.403,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052,PLAYGROUND EIGHTY NINE LXXXIX,MANHATTAN    ,0.402,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,VAN NEST PARK,BRONX        ,0.401,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1054,JOSEPHINE CAMINITI PLAYGROUND,QUEENS       ,0.398,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,RODNEY PARK SOUTH,BROOKLYN     ,0.392,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,IMAGINATION PLAYGROUND,MANHATTAN    ,0.385,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
1057,CHELSEA RECREATION CENTER,MANHATTAN    ,0.385,RECREATION CENTER LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,HINES PARK,BRONX        ,0.383,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059,GOBLE PLAYGROUND,BRONX        ,0.381,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,GRAND PLAYGROUND,BRONX        ,0.381,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,RODNEY PARK NORTH,BROOKLYN     ,0.37,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,ST. MARY'S PARK PLAYGROUND BROOKLYN,BROOKLYN     ,0.367,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063,MARCY PARK SOUTH,BROOKLYN     ,0.357,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,BLEECKER PLAYGROUND,MANHATTAN    ,0.356,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,MCLAUGHLIN PLAYGROUND,QUEENS       ,0.356,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,HARLEM ART PARK,MANHATTAN    ,0.347,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,VINCENT F. ALBANO JR. PLAYGROUND,MANHATTAN    ,0.346,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,JEROME PLAYGROUND SOUTH,BRONX        ,0.345,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,ST. MARY'S PARK BROOKLYN,BROOKLYN     ,0.345,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,WALTON PARK,BRONX        ,0.344,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,REV LENA IRONS UNITY PARK,BRONX        ,0.342,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,SUTTON PLACE PARK,MANHATTAN    ,0.342,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,KINGSBRIDGE HEIGHTS COMMUNITY CENTER,BRONX        ,0.329,RECREATION CENTER LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,MACARTHUR PARK,MANHATTAN    ,0.329,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,SLEDGE PLAYGROUND,BROOKLYN     ,0.328,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,BERRY PLAYGROUND,BROOKLYN     ,0.327,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,FREEDOM SQUARE PLAYGROUND,QUEENS       ,0.327,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,LONG ISLAND MEWS,QUEENS       ,0.323,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,BLACK ROCK PLAYGROUND,BRONX        ,0.322,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,HOT SPOT TOT LOT,BROOKLYN     ,0.322,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,RODNEY PLAYGROUND SOUTH,BROOKLYN     ,0.319,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,BRIDGE AND TUNNEL PARK,QUEENS       ,0.318,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,STOP & GO PLAYGROUND,BRONX        ,0.316,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,MACLAUGHLIN PLAYGROUND,BRONX        ,0.304,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085,HARRY CHAPIN PLAYGROUND,BROOKLYN     ,0.3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,ANNADALE GREEN,STATEN ISLAND,0.3,PLAYGROUND LESS THAN ONE ACRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
